gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,updown,symbol,genename,ensembl,refseq,entrezid,GO,degree,betweenness,rank
FBgn0031940,344.108451956314,4.66583230553889,0.888177336683014,5.25326656381923,1.49425028243602e-07,5.35807746675829e-05,1,CG7214,uncharacterized protein,FBgn0031940,NM_135297,34053,NA,2,0,9
FBgn0031942,7077.18852189465,2.62549501097296,0.669108750142232,3.92386889338222,8.7138169198655e-05,0.00677639570909674,1,CG7203,uncharacterized protein,FBgn0031942,NM_001298784,34055,NA,2,0,9
FBgn0033308,558.685179464727,4.49701723161177,0.929019049714373,4.84060820173104,1.29442353645431e-06,0.000269989046823954,1,CG8736,uncharacterized protein,FBgn0033308,NM_136550,35841,GO:0042302,3,12,15.25
FBgn0033728,548.450534126061,1.27103692476258,0.292942884419079,4.33885577143515,1.4322647628922e-05,0.00179464165338706,1,Cpr49Ae,Cuticular protein 49Ae,FBgn0033728,NM_136930,36351,GO:0008010|GO:0008010|GO:0040003|GO:0062129|GO:0062129,2,0,9
FBgn0034253,522.952973965018,1.0263106516052,0.236948054919356,4.33137403028904,1.48181715560786e-05,0.00183646997326846,1,CG10936,uncharacterized protein,FBgn0034253,NM_137395,37000,NA,2,12,13.5
FBgn0038820,3821.71677433629,1.30266439947678,0.345365127570726,3.77184693961323,0.000162043650274323,0.0104046534847782,1,CG4000,uncharacterized protein,FBgn0038820,NM_142649,42451,NA,1,0,5.75
FBgn0039805,611.57328091362,3.17027796228927,0.796429989809755,3.98061098006437,6.8738363278638e-05,0.00572346655789744,1,Cpr100A,Cuticular protein 100A,FBgn0039805,NM_143572,43657,GO:0008010|GO:0008010|GO:0040003|GO:0062129|GO:0062129,1,0,5.75
FBgn0040637,388.427699333304,3.6829169467446,0.961275678837145,3.83128069067536,0.000127477973036783,0.00876505413887088,1,CG11458,uncharacterized protein,FBgn0040637,NM_144026,50110,GO:0005615,1,0,5.75
FBgn0051084,81.5803831268371,-1.27844911994943,0.27325015571367,-4.67867663830017,2.88732371985871e-06,0.000496850665713287,-1,asRNA:CR31084,antisense RNA:CR31084,FBgn0051084,NR_167780,10178907,NA,3,6,14
FBgn0052499,52.6185137687269,2.69789032131546,0.555543028632423,4.85631208073449,1.19592168449818e-06,0.000257242754335559,1,Cda4,Chitin deacetylase-like 4,FBgn0052499,NM_167788,33144,GO:0005576|GO:0005975|GO:0008061|GO:0098595,1,0,5.75
FBgn0085320,84.3442159764401,-1.25023530674437,0.263072252385608,-4.75244080440604,2.00975620001039e-06,0.000365322725596255,-1,CG34291,uncharacterized protein,FBgn0085320,NM_001104468,5740331,NA,3,10,14.5
FBgn0266382,1755.22555007401,1.30807419780422,0.362425506628502,3.60922223706797,0.000307116422152676,0.0161781409971528,1,asRNA:CR45024,antisense RNA:CR45024,FBgn0266382,NR_125216,19835818,NA,1,0,5.75
FBgn0266691,71.5375535846283,-1.81272206572681,0.313791735035691,-5.77683177512827,7.61203234630005e-09,4.67813759339754e-06,-1,lncRNA:CR45181,long non-coding RNA:CR45181,FBgn0266691,NR_125324,19835897,NA,1,0,5.75
FBgn0267985,42.3396662957357,-1.86530894950425,0.39099880030587,-4.77062576162654,1.8365447809265e-06,0.000343513723806339,-1,lncRNA:CR46252,long non-coding RNA:CR46252,FBgn0267985,NR_133315,26067562,NA,1,0,5.75
FBgn0014454,6672.42002150624,5.61831509974922,1.11498980056802,5.03889371623583,4.68230396037629e-07,0.000131369162853514,1,Acp1,Adult cuticle protein 1,FBgn0014454,NM_057767,34052,GO:0008012|GO:0008365,1,0,5.75
FBgn0027600,60.3124894794201,2.42347890807217,0.551882574365705,4.39129449024106,1.1267780510506e-05,0.0014864968665085,1,obst-B,obstructor-B,FBgn0027600,NM_135495,34336,GO:0005576|GO:0008061|GO:0062129,1,0,5.75
