gene,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,updown,symbol,genename,ensembl,refseq,entrezid,GO,degree,betweenness,rank
FBgn0000003,1013.14457810779,1.08410033778063,0.290932561916426,3.72629426778312,0.000194315535275737,0.00367862353018343,1,7SLRNA:CR32864,Signal recognition particle 7SL RNA CR32864,FBgn0000003,NR_001992,3771948,GO:0005786|GO:0006614,4,15,104.5
FBgn0000092,254.643874694614,1.29094350873239,0.183731076811608,7.02626649304452,2.1213312224348e-12,3.30467622964843e-10,1,dyw,daywake,FBgn0000092,NM_130660,31252,GO:0005615|GO:0005615|GO:0007623|GO:0010841|GO:0032504,3,0,67.25
FBgn0000182,30.1590827974561,2.68190909682105,0.817577926499306,3.28031005962259,0.00103693059674451,0.0136951099243172,1,BicC,Bicaudal C,FBgn0000182,NM_057517,34946,GO:0000226|GO:0000278|GO:0003723|GO:0003729|GO:0003729|GO:0005515|GO:0005737|GO:0007297|GO:0007319|GO:0008104|GO:0030036|GO:0048477,2,64,95.75
FBgn0000337,61.1221305623121,-2.0609352994678,0.333498775430736,-6.17973873159194,6.42077719977029e-10,5.93004637093071e-08,-1,cn,cinnabar,FBgn0000337,NM_078927,35724,GO:0004502|GO:0004502|GO:0004502|GO:0005741|GO:0005741|GO:0006569|GO:0006569|GO:0006727|GO:0016174|GO:0019674|GO:0019674|GO:0019805|GO:0048072|GO:0050660|GO:0070189|GO:0070189|GO:0071949|GO:1901216,5,38.75,112.75
FBgn0001281,71.2837205898489,1.49558907432335,0.214495300615965,6.97259599640866,3.1114520267796e-12,4.6780319425884e-10,1,janB,janus B,FBgn0001281,NM_057236,43568,GO:0005829|GO:0007548|GO:0035971|GO:0101006,3,0,67.25
FBgn0002526,1545.61160043725,-1.10818109598419,0.375410263941794,-2.95192007897794,0.00315804657811065,0.032127098548364,-1,LanA,Laminin A,FBgn0002526,NM_057269,38723,GO:0005102|GO:0005604|GO:0005604|GO:0007411|GO:0007411|GO:0007498|GO:0007507|GO:0009887|GO:0009888|GO:0030155|GO:0030334|GO:0033627|GO:0034446|GO:0035001|GO:0035011|GO:0036062|GO:0045886|GO:0045995|GO:0062023|GO:0071711,7,147.416666666667,120
FBgn0031886,158.403850927795,1.94414591377032,0.213954327874968,9.08673329060418,1.02059355375948e-19,6.28394030957625e-17,1,Nuf2,Nuf2,FBgn0031886,NM_135252,33992,GO:0000776|GO:0005515|GO:0007059|GO:0007080|GO:0031262,3,0,67.25
FBgn0031979,344.336627149985,1.38896661268537,0.178481273120172,7.78214200517371,7.13067612485253e-15,1.80783612341849e-12,1,CCDC53,Coiled-coil domain containing 53,FBgn0031979,NM_135334,34097,GO:0005635|GO:0005654|GO:0006887|GO:0030041|GO:0045785|GO:0071203|GO:0071203|GO:0071203|GO:0140591,3,0,67.25
FBgn0032057,226.587345467541,1.81900431275119,0.304935952539439,5.96520120898477,2.44332767579862e-09,1.93817342626234e-07,1,CG9287,uncharacterized protein,FBgn0032057,NM_135400,34194,NA,1,0,37.75
FBgn0032483,403.519989603785,1.59186012743414,0.152197068588755,10.4592035982995,1.3296856485502e-25,1.71928354357541e-22,1,CG15482,uncharacterized protein,FBgn0032483,NM_135770,34717,NA,2,33,92.5
FBgn0032856,133.160759379216,1.22715514635252,0.393611660591882,3.11767985863838,0.00182280687097905,0.0215147395720532,1,CG16798,uncharacterized protein,FBgn0032856,NM_136186,35308,NA,3,0,67.25
FBgn0033190,592.304319428926,1.82306027698907,0.228982775480152,7.96156074694401,1.69882624046878e-15,5.2299579260146e-13,1,Gpo2,Glycerophosphate oxidase 2,FBgn0033190,NM_136451,35689,GO:0004368|GO:0005509|GO:0005739|GO:0006072|GO:0009331|GO:0016614,2,1,81.5
FBgn0033357,1837.55716904794,1.18304430588832,0.168221925770383,7.03264036760065,2.02661251882331e-12,3.19562193516895e-10,1,Tom7,Translocase of outer membrane 7,FBgn0033357,NM_001299291,35899,GO:0005742|GO:0005742|GO:0008320|GO:0030150|GO:0045040|GO:1903955,2,2,85.75
FBgn0033367,1983.5912173536,-1.54976561878311,0.55053276188416,-2.81502887036032,0.00487728521080496,0.0441619732322886,-1,PPO2,Prophenoloxidase 2,FBgn0033367,NM_136599,35910,GO:0004097|GO:0004503|GO:0005576|GO:0005576|GO:0005615|GO:0005829|GO:0035006|GO:0035006|GO:0035006|GO:0035011|GO:0042381|GO:0042417|GO:0050830|GO:0050832|GO:0050832,1,0,37.75
FBgn0033836,5719.96995344628,1.57123366270366,0.329001705511909,4.77576145162806,1.79028519304991e-06,7.15366870160343e-05,1,CG18278,uncharacterized protein,FBgn0033836,NM_165983,36487,GO:0005539|GO:0008449|GO:0030203,4,1.58333333333333,98.75
FBgn0033936,3144.32323838955,-2.17331068175812,0.195829167109862,-11.0979927751971,1.28292749068957e-28,2.07353155682702e-25,-1,Achl,Achilles,FBgn0033936,NM_001299490,36605,GO:0003723|GO:0003729|GO:0005634|GO:0005844|GO:0010629,1,0,37.75
FBgn0034010,995.713859456289,2.28613397275733,0.251733387310814,9.08156838939542,1.07021403903481e-19,6.28993978396369e-17,1,CG8157,uncharacterized protein,FBgn0034010,NM_001299520,36700,NA,1,0,37.75
FBgn0034245,1863.70348410523,1.37901420995015,0.216721926997266,6.36305808580021,1.97775852888521e-10,2.02955696654648e-08,1,UQCR-6.4,Ubiquinol-cytochrome c reductase 6.4 kDa subunit,FBgn0034245,NM_001274128,36991,GO:0005739|GO:0005743|GO:0005750|GO:0006122,1,0,37.75
FBgn0034335,3124.69831305713,1.19911150947463,0.387147845382472,3.09729609444165,0.00195294699306865,0.0226490064376732,1,GstE1,Glutathione S transferase E1,FBgn0034335,NM_137479,37106,GO:0004364|GO:0004364|GO:0005737|GO:0006749|GO:0006749|GO:0009408,4,47,109.5
FBgn0034614,485.341024798135,1.75007585501777,0.190111623154136,9.20551740068451,3.40029096329684e-20,2.52680342512318e-17,1,CG9752,uncharacterized protein,FBgn0034614,NM_137729,37431,GO:0003674|GO:0005575|GO:0006400|GO:0101030,3,0.75,88.5
FBgn0034646,1035.77880732717,1.07708432491292,0.127844549280743,8.42495304627861,3.60894942406887e-17,1.45824112666283e-14,1,Rae1,Rae1,FBgn0034646,NM_137753,37467,GO:0000278|GO:0000972|GO:0003723|GO:0005515|GO:0005634|GO:0005635|GO:0005643|GO:0005643|GO:0005737|GO:0006405|GO:0007141|GO:0007283|GO:0010506|GO:0010628|GO:0016006|GO:0035329|GO:0035330|GO:0035332|GO:0036126|GO:0042127|GO:0043130|GO:0045886|GO:0048638|GO:0071944|GO:1900087|GO:2000045,2,1,81.5
FBgn0034800,118.930253000415,1.09564970244777,0.18170179579189,6.02993326330501,1.64027400077291e-09,1.35087533949004e-07,1,CG3788,uncharacterized protein,FBgn0034800,NM_001202062,37644,GO:0004850|GO:0005829|GO:0006218|GO:0009166,1,0,37.75
FBgn0034924,32.5183235851007,1.6859156771627,0.329239207328341,5.12064067594897,3.04499365617394e-07,1.46909581993765e-05,1,CG17658,uncharacterized protein,FBgn0034924,NM_138001,37793,NA,1,0,37.75
FBgn0034928,636.399060180415,1.34763236976924,0.121082397333401,11.1298784914088,8.97577745606333e-29,1.65795432152713e-25,1,CG13562,uncharacterized protein,FBgn0034928,NM_001259555,37797,GO:0004806,1,0,37.75
