gene	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	updown	symbol	genename	ensembl	refseq	entrezid	GO	degree	betweenness	rank
FBgn0000276	1024.95263694647	5.43513976104541	1.36546989142893	3.98041714076732	6.87944414877134e-05	0.00137734302120035	1	CecA1	Cecropin A1	FBgn0000276	NM_079849	43596	GO:0002213|GO:0005576|GO:0005615|GO:0005615|GO:0006959|GO:0009617|GO:0019731|GO:0019731|GO:0019731|GO:0050829|GO:0050829|GO:0050829|GO:0050830|GO:0050830	1	0	29.5
FBgn0000277	970.962761527683	4.54044351022945	1.27607246297653	3.55813924519501	0.000373491312993913	0.00555410451315707	1	CecA1	Cecropin A1	FBgn0000277	NM_079849	43596	GO:0002213|GO:0005576|GO:0005615|GO:0005615|GO:0006959|GO:0009617|GO:0019731|GO:0019731|GO:0019731|GO:0050829|GO:0050829|GO:0050829|GO:0050830|GO:0050830	5	183.833333333333	103.25
FBgn0001281	67.1598858553897	1.64631332381863	0.245626935694697	6.70249506293937	2.04890500454598e-11	2.33594141860877e-09	1	janB	janus B	FBgn0001281	NM_057236	43568	GO:0005829|GO:0007548|GO:0035971|GO:0101006	2	36	77
FBgn0002526	1553.4373224168	-1.18148672488014	0.37251618507148	-3.17163863538824	0.0015158149747459	0.0164878354982741	-1	LanA	Laminin A	FBgn0002526	NM_057269	38723	GO:0005102|GO:0005604|GO:0005604|GO:0007411|GO:0007411|GO:0007498|GO:0007507|GO:0009887|GO:0009888|GO:0030155|GO:0030334|GO:0033627|GO:0034446|GO:0035001|GO:0035011|GO:0036062|GO:0045886|GO:0045995|GO:0062023|GO:0071711	4	75.5	96.75
FBgn0002868	16745.9182069343	1.39385539036078	0.170847211336908	8.15849073247156	3.3923674200245e-16	9.49323182790038e-14	1	MtnA	Metallothionein A	FBgn0002868	NM_001275509	41202	GO:0005575|GO:0010038|GO:0010038|GO:0046872|GO:0055065	3	1.83333333333333	76.25
FBgn0031886	147.015717770799	2.25600373484961	0.190941098993004	11.8151814708696	3.25844578535623e-32	2.00606214775457e-28	1	Nuf2	Nuf2	FBgn0031886	NM_135252	33992	GO:0000776|GO:0005515|GO:0007059|GO:0007080|GO:0031262	4	70	95.75
FBgn0032483	394.626005904204	1.54729824077116	0.160115144979392	9.66365949311228	4.30215155369477e-22	4.07479939081875e-19	1	CG15482	uncharacterized protein	FBgn0032483	NM_135770	34717	NA	3	9	81.75
FBgn0032805	1036.03154066522	1.19546596624356	0.208367563136455	5.73729398304033	9.62011893614438e-09	6.16467312143152e-07	1	CG10337	uncharacterized protein	FBgn0032805	NM_136142	35247	GO:0016491|GO:0020037|GO:0140571|GO:0140575	4	340	100.75
FBgn0033190	565.079774016268	1.9352527282127	0.259685674986916	7.45228911186653	9.17344222898235e-14	1.5060345888728e-11	1	Gpo2	Glycerophosphate oxidase 2	FBgn0033190	NM_136451	35689	GO:0004368|GO:0005509|GO:0005739|GO:0006072|GO:0009331|GO:0016614	2	0	47
FBgn0033341	921.253710471843	1.03458442237327	0.106798604671197	9.68724662235486	3.41613831216258e-22	3.50524258647148e-19	1	MrgBP	MRG/MORF4L binding protein	FBgn0033341	NM_136573	35880	GO:0006357|GO:0016573|GO:0016573|GO:0035267|GO:0035267|GO:0043486	1	0	29.5
FBgn0033357	1724.13733214464	1.34752019483264	0.15260974581967	8.82984364854999	1.04822147172807e-18	4.60955392192418e-16	1	Tom7	Translocase of outer membrane 7	FBgn0033357	NM_001299291	35899	GO:0005742|GO:0005742|GO:0008320|GO:0030150|GO:0045040|GO:1903955	2	36	77
