regulatoryGene,targetGene,cor,p.adj
FBgn0039371,FBgn0033589,1,2.2250738585072e-308
FBgn0263767,FBgn0034197,0.994365179049412,4.45392787410835e-07
FBgn0266641,FBgn0265683,1,2.2250738585072e-308
FBgn0085277,FBgn0039288,1,2.2250738585072e-308
FBgn0037463,FBgn0036499,0.991414794255451,1.57177921522958e-06
FBgn0032523,FBgn0267449,1,2.2250738585072e-308
FBgn0033590,FBgn0267449,1,2.2250738585072e-308
FBgn0037463,FBgn0028570,0.991414794255451,1.57177921522958e-06
FBgn0263201,FBgn0036131,1,2.2250738585072e-308
FBgn0267004,FBgn0050192,1,2.2250738585072e-308
FBgn0035547,FBgn0261699,1,2.2250738585072e-308
FBgn0051609,FBgn0036609,1,2.2250738585072e-308
FBgn0266255,FBgn0265424,1,2.2250738585072e-308
FBgn0030537,FBgn0265424,1,2.2250738585072e-308
FBgn0086265,FBgn0265383,0.994370542533323,4.44123951148846e-07
FBgn0039370,FBgn0261502,1,2.2250738585072e-308
FBgn0050472,FBgn0036807,1,2.2250738585072e-308
FBgn0267433,FBgn0266009,0.995008326704091,3.09778415520708e-07
FBgn0029568,FBgn0029701,0.999010521410661,2.42011978845802e-09
FBgn0036250,FBgn0036874,1,2.2250738585072e-308
FBgn0032303,FBgn0011861,0.99965535486193,1.02316155326719e-10
FBgn0037572,FBgn0267214,1,2.2250738585072e-308
FBgn0020546,FBgn0052248,0.998012623940257,1.95944291420102e-08
FBgn0267756,FBgn0041239,0.995755589386482,1.90549872863645e-07
FBgn0263341,FBgn0266027,0.994794968785071,3.51166509170515e-07
FBgn0050268,FBgn0051822,1,2.2250738585072e-308
FBgn0261582,FBgn0034206,1,2.2250738585072e-308
FBgn0086900,FBgn0052493,0.996176482758888,1.39342286895865e-07
FBgn0037664,FBgn0036160,0.993865426289473,5.74503752190297e-07
FBgn0050042,FBgn0003377,0.995084987835685,2.95740974290459e-07
FBgn0038125,FBgn0038357,0.994424604741928,4.31468600689931e-07
