regulatoryGene,targetGene,cor,p.adj
FBgn0265895,FBgn0000591,1,2.2250738585072e-308
FBgn0039378,FBgn0046698,1,2.2250738585072e-308
FBgn0040699,FBgn0261925,0.997248979962775,5.19427302097912e-08
FBgn0264480,FBgn0036426,1,2.2250738585072e-308
FBgn0010097,FBgn0263767,1,2.2250738585072e-308
FBgn0052328,FBgn0032065,1,2.2250738585072e-308
FBgn0265895,FBgn0053333,1,2.2250738585072e-308
FBgn0267120,FBgn0267716,1,2.2250738585072e-308
FBgn0266955,FBgn0028949,1,2.2250738585072e-308
FBgn0028949,FBgn0265805,1,2.2250738585072e-308
FBgn0266564,FBgn0050043,1,2.2250738585072e-308
FBgn0266169,FBgn0053764,1,2.2250738585072e-308
FBgn0028668,FBgn0031331,1,2.2250738585072e-308
FBgn0032965,FBgn0038069,1,2.2250738585072e-308
FBgn0038458,FBgn0264550,1,2.2250738585072e-308
FBgn0042187,FBgn0039768,1,2.2250738585072e-308
FBgn0265812,FBgn0039768,1,2.2250738585072e-308
FBgn0267756,FBgn0262895,1,2.2250738585072e-308
FBgn0030667,FBgn0053244,0.9907569220914,1.96053367719267e-06
FBgn0267928,FBgn0264870,1,2.2250738585072e-308
FBgn0267009,FBgn0263335,1,2.2250738585072e-308
FBgn0051946,FBgn0266821,1,2.2250738585072e-308
FBgn0053236,FBgn0265369,0.992601911801124,1.00666666170046e-06
FBgn0035299,FBgn0035479,0.995506766463854,2.26022821413843e-07
FBgn0035022,FBgn0267004,0.994492911117251,4.15825158680211e-07
FBgn0265527,FBgn0267196,1,2.2250738585072e-308
FBgn0263976,FBgn0002533,0.991308539895172,1.63073325570368e-06
FBgn0267550,FBgn0035548,0.995806980244034,1.83718959680825e-07
FBgn0265816,FBgn0267945,0.99181425506988,1.36283895245112e-06
FBgn0039366,FBgn0039367,1,2.2250738585072e-308
